unique_customer_identifier,calendar_date,usage_download_mbs,usage_upload_mbs
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-12-23,1292.984,820.332
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-12-24,4376.232,165.136
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-12-14,729.966,274.332
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-12-11,25859.240,1143.751
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-12-13,1824.014,159.789
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-12-12,2180.893,1236.176
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-11,533.298,93.519
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-13,50350.645,2305.057
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-14,103861.225,3110.843
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-13,2308.877,586.632
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-14,996.055,98.786
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-29,39123.270,1980.413
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-11-11,28426.442,2023.619
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-11-13,23697.793,1454.878
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-11-10,28264.607,2757.807
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-11-12,27821.506,816.159
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-11-08,35616.641,1541.237
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-11,137828.688,3638.982
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-10,78240.684,3206.606
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-13,83861.368,2701.987
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-12,64110.689,1901.884
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-11-11,6256.164,288.047
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-11-10,18497.221,455.357
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-11-13,957.159,230.755
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-11-12,3207.319,778.992
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-11-14,41801.784,1601.313
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-11-09,31247.554,1046.373
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-09,47164.420,2232.498
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-05,32552.189,3267.195
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-06,31543.987,1573.861
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-01,22294.276,1045.533
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-02,31764.601,1618.711
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-05,46097.239,1864.552
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-01,74171.092,2549.605
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-02,101124.200,2867.464
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-01,6670.281,241.183
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-06,63454.952,2403.867
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-02,11025.456,353.912
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-05,9149.406,801.424
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-06,849.074,537.469
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-03,15463.852,770.136
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-03,101978.936,2817.815
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-03,4454.259,158.234
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-07,36524.526,1624.697
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-07,47508.240,2696.832
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-10-27,40142.140,2628.868
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-28,38178.646,1019.848
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-10-26,57906.767,1855.251
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-10-25,10857.095,279.017
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-23,27111.471,1032.808
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-10-29,11186.463,1087.819
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-29,33440.612,1489.569
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-10-30,7311.667,315.241
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-10-25,71731.368,2207.812
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-20,26696.909,1381.385
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-21,18506.626,826.291
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-21,36828.238,1744.090
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-20,46889.113,1934.761
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-20,5650.586,887.279
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-21,698.621,80.318
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-19,27859.671,1505.607
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-19,63677.564,2179.828
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-19,5178.364,2534.065
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-12-27,185661.362,5074.580
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-12-27,2537.985,126.092
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-12-25,30307.761,1897.908
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-12-22,33177.555,1730.622
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-12-23,47893.841,2274.993
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-12-24,42783.565,2073.866
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-12-25,224655.027,5692.314
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-30,23995.678,1063.596
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-30,2581.967,215.718
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-29,23294.149,896.928
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-29,52975.485,3545.516
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-29,1869.285,91.557
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-31,42784.792,1875.605
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-31,41171.091,1805.226
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-31,1350.598,104.215
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-25,24313.131,709.581
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-10-28,661.443,273.528
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-10-23,853.490,229.954
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-27,29990.206,958.286
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-07-25,33815.799,1159.688
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-07-25,44324.463,1950.573
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-07-25,21898.968,508.447
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-30,26995.802,727.894
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-31,25077.396,1778.998
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-10-31,108152.934,3126.041
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-10-31,906.077,287.321
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-11-02,36419.168,1144.462
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-11-01,26660.671,1163.543
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-09-21,9651.434,383.359
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-09-18,6542.480,259.558
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-09-15,2223.780,304.916
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-21,46270.511,1443.941
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-15,47223.388,1967.783
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-09-17,1005.278,267.758
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-09-21,15141.806,494.903
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-07-27,53576.690,1521.052
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-07-27,71175.494,2069.548
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-07-27,10509.982,390.992
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-07-28,26497.321,1301.267
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-07-28,75262.976,1837.915
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-07-28,9984.727,367.352
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-08-01,19190.453,795.813
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-08-01,60855.081,2582.916
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-08-01,6414.317,488.255
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-08-04,23328.812,895.167
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-08-05,18211.376,666.967
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-08-06,21612.047,672.687
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-08-02,31631.295,1101.632
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-08-07,5712.845,214.794
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-08-04,48919.609,1854.473
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-08-05,49493.589,1922.884
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-02-05,13073.339,876.802
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-02-04,24829.251,1131.761
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-02-05,69772.276,2336.468
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-02-04,56981.772,2172.592
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-02-05,15931.740,865.350
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-02-04,17616.630,843.312
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-01,98378.052,3508.002
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-11-01,10598.273,7347.849
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-11-02,5060.008,187.938
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-02,71856.208,2683.265
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-10-10,62.407,22.151
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-10-12,84131.340,2695.811
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-10-13,82.181,8.009
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-07-24,30438.277,846.530
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-07-26,30074.701,1007.466
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-07-24,100496.556,2827.769
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-07-26,36887.265,1533.774
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-07-24,1788.932,1220.431
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-07-26,865.028,210.124
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-09,13338.115,1056.394
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-21,25656.316,839.714
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-17,29982.394,1158.493
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-11,25377.968,1017.611
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-07,515.273,105.303
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-11-16,31074.430,1115.420
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-11-19,33932.183,1008.001
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-11-16,9394.417,297.887
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-19,110794.848,3255.205
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-11-19,578.125,186.450
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-15,49041.523,2020.978
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-17,56555.839,2833.582
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-14,57476.564,1960.699
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-11-09,1809.837,331.075
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-11-14,6341.181,325.928
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-08,50863.632,2507.781
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-11-08,1263.787,164.233
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-11-23,24739.170,958.047
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-23,56356.232,2220.161
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-11-28,32200.682,1041.078
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-11-28,78437.177,2492.294
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-16,15705.730,539.090
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-15,35493.272,1314.431
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-24,25715.961,1263.881
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-23,29767.134,991.614
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-22,29647.767,1001.430
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-24,75327.412,3040.217
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-22,140745.057,4168.504
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-23,72575.310,2048.048
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-24,673.571,75.752
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-22,652.305,79.321
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-23,616.746,79.070
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-10-22,80614.147,2425.963
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-24,23857.578,681.406
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-10-24,6261.130,343.637
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-10-22,3780.622,309.716
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-15,1561.421,97.274
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-05,83104.712,4055.015
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-09-05,2846.187,262.370
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-09-06,27909.769,1863.715
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-09-02,24587.931,494.199
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-09-01,30231.613,1189.635
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-02,73514.152,5119.904
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-01,42060.535,1796.155
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-07,70485.605,2053.135
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-09-02,2102.640,878.753
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-09-01,1648.586,281.317
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-30,56708.114,2038.826
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-01-28,27675.435,993.235
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-01-28,49268.276,3577.505
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-01-28,386.018,57.578
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-12-10,19928.980,1242.482
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-12-10,136709.636,3724.494
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-12-14,32675.847,1992.448
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-12-11,47716.855,2078.808
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-12-13,30532.233,1576.172
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-12-12,50845.213,2594.298
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-12-14,76482.119,2341.636
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-12-08,54779.776,2400.896
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-12-09,46321.644,2464.309
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-12-08,61361.779,2297.916
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-12-09,40369.486,1808.708
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-12-08,1686.909,162.628
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-12-13,72566.504,2352.458
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-12-11,92414.137,2384.812
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-12-12,84014.340,2165.278
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-17,28646.055,1669.155
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-09-17,24544.775,783.128
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-09-10,1577.946,941.351
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-09-13,3969.154,349.440
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-09-12,3074.315,428.534
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-14,142526.369,3434.611
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-09-14,305.322,110.611
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-13,59667.293,1981.319
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-08-25,15979.814,686.403
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-08-24,21972.159,1328.225
