unique_customer_identifier,event_date,call_type,talk_time_seconds,hold_time_seconds
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-12-18,CS&B,381.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-12-18,CS&B,252.0,234.0
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2023-04-05,Tech,74.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-08-02,Customer Finance,533.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-08-02,Customer Finance,190.0,0.0
c96d030d735d324dc4e422a0045b6c8e7821f385e558e5d70228c3430b946f1c,2023-08-16,Other,2199.0,0.0
860b8b97a66b474c7fe9a761ab79e33131aa628e6d953cda2629957b1ebe5b37,2024-01-09,Tech,233.0,0.0
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2024-01-09,Tech,2401.0,0.0
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2024-01-09,Tech,452.0,0.0
70ffb6de9a95ee691a6d33d0bbc15461b0110d2de0ed2b6f762623fcd28f4f86,2022-12-02,Order Management,1171.0,150.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-07-22,Tech,131.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-01-25,Tech,113.0,290.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-01-25,Tech,540.0,0.0
f8f0c4a31b3b3280f60e792f8022a704a9c0588f179f84cdafee8ef2e32d15f2,2023-07-08,CS&B,324.0,206.0
065ef94f96807115ebe0aa89ab064cdc404e0734f161842190825b8d042a30ac,2024-07-17,Tech,634.0,417.0
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2023-04-20,CS&B,2363.0,519.0
43c5c5f2592ca40f05fc2cb5732ba8522be99ca2b9d4bfc8268b2aa303b708cb,2022-10-03,Loyalty,0.0,0.0
43c5c5f2592ca40f05fc2cb5732ba8522be99ca2b9d4bfc8268b2aa303b708cb,2022-10-03,Loyalty,8.0,0.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-06-06,Tech,442.0,336.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-01-04,FTTP,537.0,234.0
c0d55e7207c5bb2dd46f229e97401372073249d8db6bb6c1d2e54092adad77a9,2022-08-30,Customer Finance,1554.0,839.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-08,Customer Finance,441.0,170.0
98890cd1dab71729707c03ed024528f8298fd368b3de09f9ed6b1e5e5b5aac95,2023-04-27,FTTP,1635.0,143.0
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2023-09-12,CS&B,965.0,0.0
f8f0c4a31b3b3280f60e792f8022a704a9c0588f179f84cdafee8ef2e32d15f2,2023-05-23,Tech,1497.0,378.0
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2024-08-03,Loyalty,877.0,169.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-09,CS&B,722.0,551.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-09,CS&B,207.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-09,CS&B,908.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-07-22,Customer Finance,629.0,0.0
84e598cdfb9f0b163158f461ff7d52e027b9a8a898707de036dffdaec647bbb2,2023-06-27,CS&B,738.0,0.0
84e598cdfb9f0b163158f461ff7d52e027b9a8a898707de036dffdaec647bbb2,2023-06-27,CS&B,1030.0,0.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-01-03,FTTP,1107.0,353.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-01-03,FTTP,285.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-01-26,Tech,555.0,193.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-01-26,Tech,1235.0,0.0
b8f4fb33be9fe204b9de079931dc398e3ba6af441d556ca950e28ed672f5708d,2024-05-01,CS&B,444.0,0.0
182b2ab272bb0f5936ddef1b0ebc41ef7928a07be0356b0429927b27d7d87c67,2022-09-06,CS&B,960.0,336.0
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2022-11-19,CS&B,38.0,0.0
f8f0c4a31b3b3280f60e792f8022a704a9c0588f179f84cdafee8ef2e32d15f2,2023-06-15,Loyalty,855.0,0.0
62f689100485d8d4738734be2e60b4051b7036dd3d1f20aa6c77859353109a21,2022-11-24,Customer Finance,90.0,0.0
1f91cd418d6d9f4afb9958632b7d2327ab009b2817656a79edc72f080997eb03,2023-07-19,Loyalty,554.0,0.0
c96d030d735d324dc4e422a0045b6c8e7821f385e558e5d70228c3430b946f1c,2023-06-21,CS&B,198.0,0.0
c96d030d735d324dc4e422a0045b6c8e7821f385e558e5d70228c3430b946f1c,2023-06-21,CS&B,334.0,204.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-12-18,null,383.0,0.0
f8f0c4a31b3b3280f60e792f8022a704a9c0588f179f84cdafee8ef2e32d15f2,2023-05-12,Tech,404.0,0.0
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2022-10-24,Tech,1366.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-04-18,Loyalty,577.0,556.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-04-18,Loyalty,362.0,357.0
8970fd42d2595dc063a823e416e5bb795a555bb6e31d72d8fd53b8af2e2405c5,2022-09-13,Tech,492.0,0.0
95837c5069ff9a48addb1c5fdcdf64c31cc2330aa028c8df49255e3232501349,2022-10-27,Loyalty,220.0,0.0
09489001d45b26b33bf41cfd702fe33acac720642f3a8c2b282b08d5373781a3,2023-06-05,Loyalty,562.0,0.0
182b2ab272bb0f5936ddef1b0ebc41ef7928a07be0356b0429927b27d7d87c67,2022-09-06,Tech,239.0,0.0
095d5f0adc982fee764c35bb8f6752af4d432296c3a504fe159e7221758c9a93,2023-06-14,Tech,1529.0,30.0
84e598cdfb9f0b163158f461ff7d52e027b9a8a898707de036dffdaec647bbb2,2022-11-28,Tech,1706.0,122.0
836edb40f715fc636480bc0648dfb85d05eb24848c8170a41df24d3270537b8a,2023-02-27,Loyalty,250.0,315.0
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-02-12,Loyalty,1237.0,0.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-07-21,CS&B,388.0,0.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-07-21,CS&B,682.0,184.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-07-21,CS&B,266.0,0.0
8970fd42d2595dc063a823e416e5bb795a555bb6e31d72d8fd53b8af2e2405c5,2022-09-14,Tech,391.0,331.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-07-31,CS&B,340.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-07-31,CS&B,596.0,0.0
c0d55e7207c5bb2dd46f229e97401372073249d8db6bb6c1d2e54092adad77a9,2023-02-23,CS&B,347.0,0.0
8970fd42d2595dc063a823e416e5bb795a555bb6e31d72d8fd53b8af2e2405c5,2023-08-09,CS&B,506.0,0.0
db6306555807649ba084ad7191708c64382856ac4cd364f379530436757cab25,2023-04-20,null,0.0,0.0
f8f0c4a31b3b3280f60e792f8022a704a9c0588f179f84cdafee8ef2e32d15f2,2023-05-31,Tech,7.0,0.0
f8f0c4a31b3b3280f60e792f8022a704a9c0588f179f84cdafee8ef2e32d15f2,2023-05-31,Tech,904.0,464.0
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2024-02-07,Tech,927.0,0.0
db6306555807649ba084ad7191708c64382856ac4cd364f379530436757cab25,2023-04-20,Loyalty,238.0,130.0
43c5c5f2592ca40f05fc2cb5732ba8522be99ca2b9d4bfc8268b2aa303b708cb,2024-05-16,CS&B,5.0,0.0
43c5c5f2592ca40f05fc2cb5732ba8522be99ca2b9d4bfc8268b2aa303b708cb,2024-05-16,CS&B,949.0,0.0
62f689100485d8d4738734be2e60b4051b7036dd3d1f20aa6c77859353109a21,2022-10-06,CS&B,187.0,0.0
2e5ed2e2db64db39c6c5c64aa349bf920f6826dcfe75c45d4a25d60385e07ad1,2023-01-23,Loyalty,472.0,167.0
2e5ed2e2db64db39c6c5c64aa349bf920f6826dcfe75c45d4a25d60385e07ad1,2023-01-23,Loyalty,367.0,138.0
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2022-10-24,CS&B,802.0,162.0
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2022-10-24,CS&B,2993.0,235.0
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2022-10-24,CS&B,161.0,138.0
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2022-10-24,CS&B,476.0,250.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-07-23,Customer Finance,184.0,236.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-09,null,910.0,0.0
62f689100485d8d4738734be2e60b4051b7036dd3d1f20aa6c77859353109a21,2022-10-06,Customer Finance,62.0,0.0
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2023-03-23,FTTP,385.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-01-27,Tech,2887.0,731.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-02-26,Loyalty,868.0,440.0
62f689100485d8d4738734be2e60b4051b7036dd3d1f20aa6c77859353109a21,2022-10-06,null,0.0,0.0
df8ec98f954cca4bd90fdfe8944a4b086c3cb3d31f6f29b8b08501c4c29a334e,2023-07-04,Customer Finance,629.0,325.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-06-09,FTTP,705.0,0.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-06-06,FTTP,51.0,0.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-06-06,FTTP,1609.0,689.0
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2023-07-12,CS&B,2352.0,0.0
c96d030d735d324dc4e422a0045b6c8e7821f385e558e5d70228c3430b946f1c,2023-08-24,CS&B,584.0,599.0
c0d55e7207c5bb2dd46f229e97401372073249d8db6bb6c1d2e54092adad77a9,2023-11-10,CS&B,349.0,0.0
c0d55e7207c5bb2dd46f229e97401372073249d8db6bb6c1d2e54092adad77a9,2023-11-10,CS&B,827.0,379.0
43c5c5f2592ca40f05fc2cb5732ba8522be99ca2b9d4bfc8268b2aa303b708cb,2024-04-30,Tech,998.0,0.0
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2022-12-13,Tech,987.0,0.0
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2023-03-23,Loyalty,2345.0,889.0
43c5c5f2592ca40f05fc2cb5732ba8522be99ca2b9d4bfc8268b2aa303b708cb,2024-05-02,Tech,310.0,349.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-02-08,CS&B,908.0,0.0
09489001d45b26b33bf41cfd702fe33acac720642f3a8c2b282b08d5373781a3,2024-03-25,Loyalty,298.0,601.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-05-24,FTTP,410.0,186.0
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2024-01-30,Loyalty,441.0,671.0
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-02-20,CS&B,1844.0,898.0
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2022-10-24,null,23.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-08-08,Customer Finance,362.0,144.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-09-09,Customer Finance,701.0,0.0
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2023-03-10,Loyalty,569.0,111.0
62f689100485d8d4738734be2e60b4051b7036dd3d1f20aa6c77859353109a21,2022-10-06,Loyalty,8.0,130.0
62f689100485d8d4738734be2e60b4051b7036dd3d1f20aa6c77859353109a21,2022-10-06,Loyalty,102.0,0.0
0b9177d8570746e7f3c6f5a70a312fd2108d236caacc25c365a82fc6fe2b7b06,2023-05-15,Tech,1273.0,371.0
0b9177d8570746e7f3c6f5a70a312fd2108d236caacc25c365a82fc6fe2b7b06,2023-05-15,Tech,1806.0,308.0
2e5ed2e2db64db39c6c5c64aa349bf920f6826dcfe75c45d4a25d60385e07ad1,2023-04-01,CS&B,407.0,560.0
2e5ed2e2db64db39c6c5c64aa349bf920f6826dcfe75c45d4a25d60385e07ad1,2023-04-01,CS&B,362.0,696.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-07-31,Customer Finance,201.0,0.0
c96d030d735d324dc4e422a0045b6c8e7821f385e558e5d70228c3430b946f1c,2023-08-16,Tech,213.0,175.0
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2024-01-30,Tech,1536.0,514.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-02-09,CS&B,631.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-02-09,CS&B,647.0,663.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-02-09,CS&B,0.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-02-09,CS&B,50.0,0.0
182b2ab272bb0f5936ddef1b0ebc41ef7928a07be0356b0429927b27d7d87c67,2022-08-17,Customer Finance,94.0,0.0
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2022-09-16,CS&B,360.0,0.0
2e5ed2e2db64db39c6c5c64aa349bf920f6826dcfe75c45d4a25d60385e07ad1,2022-09-16,CS&B,442.0,0.0
70ffb6de9a95ee691a6d33d0bbc15461b0110d2de0ed2b6f762623fcd28f4f86,2022-12-02,Tech,183.0,0.0
70ffb6de9a95ee691a6d33d0bbc15461b0110d2de0ed2b6f762623fcd28f4f86,2022-12-02,Tech,459.0,360.0
413181d0680c5b6ff1a1e00196dc8f24ffec47714f0b55e6395bd234bd8d14aa,2023-01-09,Loyalty,551.0,285.0
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2024-02-20,Loyalty,1209.0,351.0
ca0287834bcfb91017d8a43edaed26498daa4ca061bf29d897073e3eb751e171,2023-02-20,Customer Finance,904.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-01-24,Tech,438.0,0.0
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2022-09-01,CS&B,711.0,0.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-01-02,FTTP,2113.0,0.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-01-02,FTTP,241.0,0.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-01-02,FTTP,15.0,0.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-01-02,FTTP,1131.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-04-05,Tech,328.0,240.0
62f689100485d8d4738734be2e60b4051b7036dd3d1f20aa6c77859353109a21,2022-11-24,null,0.0,0.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-06-08,FTTP,399.0,306.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-06-08,FTTP,2531.0,1188.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-06-08,Other,3728.0,0.0
836edb40f715fc636480bc0648dfb85d05eb24848c8170a41df24d3270537b8a,2023-03-25,CS&B,239.0,444.0
f8f0c4a31b3b3280f60e792f8022a704a9c0588f179f84cdafee8ef2e32d15f2,2023-07-08,Tech,851.0,335.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-04-05,Customer Finance,321.0,0.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-04-05,Customer Finance,3.0,0.0
182b2ab272bb0f5936ddef1b0ebc41ef7928a07be0356b0429927b27d7d87c67,2022-08-17,Loyalty,256.0,0.0
f8f0c4a31b3b3280f60e792f8022a704a9c0588f179f84cdafee8ef2e32d15f2,2023-06-01,Tech,825.0,0.0
f8f0c4a31b3b3280f60e792f8022a704a9c0588f179f84cdafee8ef2e32d15f2,2023-08-15,Loyalty,270.0,0.0
95837c5069ff9a48addb1c5fdcdf64c31cc2330aa028c8df49255e3232501349,2022-10-26,Loyalty,434.0,232.0
95837c5069ff9a48addb1c5fdcdf64c31cc2330aa028c8df49255e3232501349,2022-10-26,Loyalty,180.0,173.0
95837c5069ff9a48addb1c5fdcdf64c31cc2330aa028c8df49255e3232501349,2022-10-26,Loyalty,417.0,6.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-06-12,FTTP,2260.0,443.0
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2023-06-12,Order Management,192.0,180.0
ca0287834bcfb91017d8a43edaed26498daa4ca061bf29d897073e3eb751e171,2023-02-20,CS&B,441.0,115.0
182b2ab272bb0f5936ddef1b0ebc41ef7928a07be0356b0429927b27d7d87c67,2022-09-02,Customer Finance,64.0,0.0
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2023-07-18,CS&B,894.0,684.0
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2023-07-18,CS&B,813.0,141.0
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-01-25,FTTP,415.0,526.0
