unique_customer_identifier,datevalue,contract_status,contract_dd_cancels,dd_cancel_60_day,ooc_days,technology,speed,line_speed,sales_channel,crm_package_name,tenure_days
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-01-01,02 In Contract,0,0,-168,FTTC,65,18.288583984375,Online - Affiliate,Fibre 65 (FTTC-OR),933
b8f4fb33be9fe204b9de079931dc398e3ba6af441d556ca950e28ed672f5708d,2022-09-01,02 In Contract,0,0,-105,FTTC,35,40.0,Retail,Fibre 35 (FTTC-OR),2262
83cc2e032ef2ef9184621674d8120442c65b8b3c87f43cc85f94cf7cfcae397e,2023-01-01,02 In Contract,0,0,-96,FTTC,65,27.396,Unknown,Fibre 65 (FTTC-OR),4546
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-07-01,05 Newly OOC,0,0,13,FTTC,65,63.37319921875,Online - Affiliate,Fibre 65 (FTTC-OR),1114
413181d0680c5b6ff1a1e00196dc8f24ffec47714f0b55e6395bd234bd8d14aa,2023-03-01,01 Early Contract,0,0,-498,FTTC,65,67.8,Online - Affiliate,Fibre 65 (FTTC-OR),579
860b8b97a66b474c7fe9a761ab79e33131aa628e6d953cda2629957b1ebe5b37,2022-12-01,02 In Contract,0,0,-201,FTTC,65,37.99866796875,Unknown,Fibre 65 (FTTC-OR),4158
1deb0ee2e943da6c2640092dc4ad5f3abc6a9417af9da7d5c7eef385248baf84,2023-03-01,02 In Contract,0,0,-359,FTTC,65,74.0,Online - Affiliate,Fibre 65 (FTTC-OR),1338
6472a9da95a49abb30c83a833d4facbebbcd6657aa11d443d8fa3cd0365b5739,2022-11-01,01 Early Contract,0,0,-678,FTTC,35,38.188,Online - Affiliate,Fibre 35 (FTTC-OR),771
1deb0ee2e943da6c2640092dc4ad5f3abc6a9417af9da7d5c7eef385248baf84,2022-10-01,01 Early Contract,0,0,-510,FTTC,65,79.68921875,Online - Affiliate,Fibre 65 (FTTC-OR),1187
0f8f757ae2c733fb28a0fd99e3b762125810c0ce3b8e7f416708513b353741fe,2024-04-01,06 OOC,0,0,1413,FTTC,40,39.999,Migrated Customer,Faster Fibre,6270
3943ca4638ef87bc2ecc86c27775159b6e86d9f79d07a0c998b016249ba07655,2022-11-01,02 In Contract,0,0,-231,FTTC,35,39.997,Migrated Customer,Fibre 35 (FTTC-OR),2820
2f55b115e4d8a071a213d3fc49002528b2f92229c554aa603415547793b3e4bc,2024-08-01,02 In Contract,0,0,-373,FTTC,65,66.999,Migrated Customer,Fibre 65 (FTTC-OR),6317
4b05b4c9a1e78ce07098dbd2547c2557cb64805b76ca321954171fd1fced6c2e,2024-01-01,02 In Contract,0,0,-290,FTTC,65,41.817078125,Retail,Fibre 65 (FTTC-OR),1847
095d5f0adc982fee764c35bb8f6752af4d432296c3a504fe159e7221758c9a93,2023-08-01,02 In Contract,0,0,-205,FTTC,35,39.999,Online - Search,Fibre 35 (FTTC-OR),343
75b1217140bb8ddc6bb3458315e10f58dcb4e7841517bb32b8bca149a1b832a6,2023-01-01,06 OOC,0,0,388,GFAST,150,134.10275,Online - Affiliate,Fibre 150 (GFast-OR),935
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-09-01,02 In Contract,0,0,-371,FTTC,65,79.999,Online - Search,Fibre 65 (FTTC-OR),1317
65cac803e3a66e335d6a72614d8d35eec87893de171c370be475f23085f06f5e,2023-05-01,01 Early Contract,0,0,-519,GFAST,150,159.793640625,Inbound,Fibre 150 (GFast-OR),1362
4d994624c7349bd4d9fb2016cb35ac14d50ee8595fb73dc7d7400f2fd5714f9e,2022-08-01,06 OOC,0,0,903,FTTC,40,34.256,Migrated Customer,Faster Fibre,5289
1deb0ee2e943da6c2640092dc4ad5f3abc6a9417af9da7d5c7eef385248baf84,2023-12-01,03 Soon to be OOC,0,0,-84,FTTC,65,74.0,Online - Affiliate,Fibre 65 (FTTC-OR),1613
065ef94f96807115ebe0aa89ab064cdc404e0734f161842190825b8d042a30ac,2024-09-01,03 Soon to be OOC,0,0,-55,FTTC,35,14.995,Online - Affiliate,Fibre 35 (FTTC-OR),1238
fe06ba4e6270757c21ab21aa0770d77d60ffc371df42b8c00ac37da159747194,2023-06-01,05 Newly OOC,0,0,85,FTTC,35,39.806,Retail,Fibre 35 (FTTC-OR),2295
095d5f0adc982fee764c35bb8f6752af4d432296c3a504fe159e7221758c9a93,2024-02-01,04 Coming OOC,0,0,-21,FTTC,35,40.0,Online - Search,Fibre 35 (FTTC-OR),527
40eb4c21a3ec2c02572246f560410411a95488c6f701630bbc3e37b3cc2b6564,2022-09-01,02 In Contract,0,0,-382,FTTC,65,79.992,Unknown,Fibre 65 (FTTC-OR),4192
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2023-08-01,05 Newly OOC,0,0,44,FTTC,65,66.997859375,Online - Affiliate,Fibre 65 (FTTC-OR),1145
f4d467c6ec8f49892a41fd3e0b5fae1e395603e5c5c2be7b25f081000a48b482,2023-11-01,06 OOC,0,0,3686,FTTC,35,40.004,Migrated Customer,Fibre 35 (FTTC-OR),5110
2e5ed2e2db64db39c6c5c64aa349bf920f6826dcfe75c45d4a25d60385e07ad1,2022-09-01,02 In Contract,0,0,-157,FTTC,65,53.172,Online - Affiliate,Fibre 65 (FTTC-OR),391
83cc2e032ef2ef9184621674d8120442c65b8b3c87f43cc85f94cf7cfcae397e,2023-11-01,02 In Contract,0,0,-328,FTTC,65,27.396,Unknown,Fibre 65 (FTTC-OR),4850
095d5f0adc982fee764c35bb8f6752af4d432296c3a504fe159e7221758c9a93,2023-04-01,02 In Contract,0,0,-327,FTTC,35,33.83533203125,Online - Search,Fibre 35 (FTTC-OR),221
860b8b97a66b474c7fe9a761ab79e33131aa628e6d953cda2629957b1ebe5b37,2024-05-01,02 In Contract,0,0,-598,FTTC,65,39.999,Unknown,Fibre 65 (FTTC-OR),4675
8b7445923a168558fcbf59968581d6a185f73250b1246c35c63517cea481bcc1,2023-07-01,03 Soon to be OOC,0,0,-32,FTTC,35,19.730400390625,Inbound,Fibre 35 (FTTC-OR),3299
40eb4c21a3ec2c02572246f560410411a95488c6f701630bbc3e37b3cc2b6564,2023-10-01,05 Newly OOC,0,0,13,FTTC,65,79.992,Unknown,Fibre 65 (FTTC-OR),4587
c509aad6caea2efa86075c5b8c4888d77ca0f6fcd30f94a375684d654a3adce4,2023-12-01,02 In Contract,0,0,-625,MPF,18,0.0,Migrated Customer,Fast Broadband,6107
43c5c5f2592ca40f05fc2cb5732ba8522be99ca2b9d4bfc8268b2aa303b708cb,2024-01-01,02 In Contract,0,0,-94,FTTC,65,69.53015625,Migrated Customer,Fibre 65 (FTTC-OR),4967
b8f4fb33be9fe204b9de079931dc398e3ba6af441d556ca950e28ed672f5708d,2023-07-01,06 OOC,0,0,198,FTTC,35,39.9995,Retail,Fibre 35 (FTTC-OR),2565
a068f22c6b859a8a67c7d763845d23ebe74206212d41367402e3255acd74ac36,2022-12-01,06 OOC,0,0,1441,FTTC,35,17.866,Unknown,Fibre 35 (FTTC-OR),3277
5b19356380bf12894575ae0957c53370c235a7e524c28766875f00620e8f9cba,2023-11-01,06 OOC,0,0,1017,FTTC,40,35.0,Migrated Customer,Faster Fibre,6061
eb89d4d3324cf1653509e450a3da9f8a9cfbe2b376ad5c7f40857c86e5c4c2e7,2024-01-01,03 Soon to be OOC,0,0,-59,FTTC,65,29.555,Online - Search,Fibre 65 (FTTC-OR),487
f4d467c6ec8f49892a41fd3e0b5fae1e395603e5c5c2be7b25f081000a48b482,2023-04-01,06 OOC,0,0,3472,FTTC,35,34.968,Migrated Customer,Fibre 35 (FTTC-OR),4896
43c5c5f2592ca40f05fc2cb5732ba8522be99ca2b9d4bfc8268b2aa303b708cb,2023-04-01,02 In Contract,0,0,-369,FTTC,65,72.38,Migrated Customer,Fibre 65 (FTTC-OR),4692
065ef94f96807115ebe0aa89ab064cdc404e0734f161842190825b8d042a30ac,2023-03-01,02 In Contract,0,0,-605,FTTC,35,34.421,Online - Affiliate,Fibre 35 (FTTC-OR),688
db6306555807649ba084ad7191708c64382856ac4cd364f379530436757cab25,2023-01-01,06 OOC,0,0,443,FTTC,40,39.99069921875,Online - Search,Faster Fibre,990
8f676110ebcb784b3874a951104b7118bed193ef8e2c637aac8c565ac823abef,2023-04-01,02 In Contract,0,0,-194,FTTC,65,58.355,Partners,Fibre 65 (FTTC-OR),353
a068f22c6b859a8a67c7d763845d23ebe74206212d41367402e3255acd74ac36,2023-02-01,06 OOC,0,0,1503,FTTC,35,18.67275,Unknown,Fibre 35 (FTTC-OR),3339
2f55b115e4d8a071a213d3fc49002528b2f92229c554aa603415547793b3e4bc,2023-06-01,06 OOC,0,0,301,FTTC,65,44.4434453125,Migrated Customer,Fibre 65 (FTTC-OR),5890
413181d0680c5b6ff1a1e00196dc8f24ffec47714f0b55e6395bd234bd8d14aa,2024-03-01,02 In Contract,0,0,-132,FTTC,65,72.363875,Online - Affiliate,Fibre 65 (FTTC-OR),945
c96d030d735d324dc4e422a0045b6c8e7821f385e558e5d70228c3430b946f1c,2024-09-01,02 In Contract,0,0,-239,FTTC,35,0.0,Retail,Fibre 35 (FTTC-OR),2715
0b9177d8570746e7f3c6f5a70a312fd2108d236caacc25c365a82fc6fe2b7b06,2022-08-01,03 Soon to be OOC,0,0,-33,FTTC,65,56.873,Online - Affiliate,Fibre 65 (FTTC-OR),515
4b05b4c9a1e78ce07098dbd2547c2557cb64805b76ca321954171fd1fced6c2e,2023-10-01,02 In Contract,0,0,-382,FTTC,65,41.45741796875,Retail,Fibre 65 (FTTC-OR),1755
1deb0ee2e943da6c2640092dc4ad5f3abc6a9417af9da7d5c7eef385248baf84,2024-03-01,05 Newly OOC,0,0,7,FTTC,65,74.0,Online - Affiliate,Fibre 65 (FTTC-OR),1704
0b9177d8570746e7f3c6f5a70a312fd2108d236caacc25c365a82fc6fe2b7b06,2023-05-01,02 In Contract,0,0,-277,FTTC,65,59.103,Online - Affiliate,Fibre 65 (FTTC-OR),788
84e598cdfb9f0b163158f461ff7d52e027b9a8a898707de036dffdaec647bbb2,2024-01-01,02 In Contract,0,0,-361,FTTC,40,39.997,Migrated Customer,Faster Fibre,6002
c509aad6caea2efa86075c5b8c4888d77ca0f6fcd30f94a375684d654a3adce4,2024-03-01,02 In Contract,0,0,-534,MPF,18,0.0,Migrated Customer,Fast Broadband,6198
836edb40f715fc636480bc0648dfb85d05eb24848c8170a41df24d3270537b8a,2023-12-01,02 In Contract,0,0,-454,FTTC,65,79.999,Migrated Customer,Fibre 65 (FTTC-OR),5735
8b7445923a168558fcbf59968581d6a185f73250b1246c35c63517cea481bcc1,2022-08-01,02 In Contract,0,0,-366,FTTC,35,27.39925,Inbound,Fibre 35 (FTTC-OR),2965
e1e81a5cc9d06bed409119e9ecef243c56315d5271a97ce36fc22149d37a0acf,2023-07-01,06 OOC,0,0,730,FTTC,40,40.0,Unknown,Faster Fibre,1276
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-10-01,02 In Contract,0,0,-341,FTTC,65,79.999,Online - Search,Fibre 65 (FTTC-OR),1347
c509aad6caea2efa86075c5b8c4888d77ca0f6fcd30f94a375684d654a3adce4,2024-09-01,02 In Contract,0,0,-350,MPF,18,0.0,Migrated Customer,Fast Broadband,6382
d34f586fd9e7d0c9163447865fe3d151340d92694d870602c8954a2c1dfb8a24,2023-05-01,01 Early Contract,0,0,-710,FTTC,65,79.999,Online - Search,Fibre 65 (FTTC-OR),753
43c5c5f2592ca40f05fc2cb5732ba8522be99ca2b9d4bfc8268b2aa303b708cb,2023-12-01,02 In Contract,0,0,-125,FTTC,65,69.291,Migrated Customer,Fibre 65 (FTTC-OR),4936
83cc2e032ef2ef9184621674d8120442c65b8b3c87f43cc85f94cf7cfcae397e,2024-08-01,03 Soon to be OOC,0,0,-54,FTTC,65,29.999,Unknown,Fibre 65 (FTTC-OR),5124
c0d55e7207c5bb2dd46f229e97401372073249d8db6bb6c1d2e54092adad77a9,2023-08-01,03 Soon to be OOC,0,0,-51,FTTC,65,78.6613359375,Partners,Fibre 65 (FTTC-OR),1039
83cc2e032ef2ef9184621674d8120442c65b8b3c87f43cc85f94cf7cfcae397e,2022-11-01,02 In Contract,0,0,-157,FTTC,65,27.396,Unknown,Fibre 65 (FTTC-OR),4485
860b8b97a66b474c7fe9a761ab79e33131aa628e6d953cda2629957b1ebe5b37,2023-07-01,01 Early Contract,0,0,-692,FTTC,65,34.999,Unknown,Fibre 65 (FTTC-OR),4370
413181d0680c5b6ff1a1e00196dc8f24ffec47714f0b55e6395bd234bd8d14aa,2024-02-01,02 In Contract,0,0,-161,FTTC,65,72.302,Online - Affiliate,Fibre 65 (FTTC-OR),916
78595457c0e13f4b46fab7892ee8c7270726b70d4b0b03413be5df9b4f6bc789,2022-11-01,06 OOC,0,0,271,FTTC,40,39.997,Partners,Faster Fibre,819
70ffb6de9a95ee691a6d33d0bbc15461b0110d2de0ed2b6f762623fcd28f4f86,2024-06-01,02 In Contract,0,0,-184,GFAST,150,159.993,Online - Ambient,Fibre 150 (GFast-OR),2962
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2022-11-01,02 In Contract,0,0,-229,FTTC,65,3.124857177734375,Online - Affiliate,Fibre 65 (FTTC-OR),872
2df91c630bc8d3482fe6b26130ae5d94820effac70251096029fdff42b6dfc62,2024-03-01,02 In Contract,0,0,-453,FTTC,65,35.70766796875,Online - Affiliate,Fibre 65 (FTTC-OR),1358
b8f4fb33be9fe204b9de079931dc398e3ba6af441d556ca950e28ed672f5708d,2023-11-01,06 OOC,0,0,321,FTTC,35,38.24025,Retail,Fibre 35 (FTTC-OR),2688
84e598cdfb9f0b163158f461ff7d52e027b9a8a898707de036dffdaec647bbb2,2022-09-01,06 OOC,0,0,194,FTTC,40,39.997,Migrated Customer,Faster Fibre,5515
c0d55e7207c5bb2dd46f229e97401372073249d8db6bb6c1d2e54092adad77a9,2022-09-01,02 In Contract,0,0,-385,FTTC,65,78.3342890625,Partners,Fibre 65 (FTTC-OR),705
3943ca4638ef87bc2ecc86c27775159b6e86d9f79d07a0c998b016249ba07655,2024-08-01,02 In Contract,0,0,-292,FTTC,35,39.997,Migrated Customer,Fibre 35 (FTTC-OR),3459
0f8f757ae2c733fb28a0fd99e3b762125810c0ce3b8e7f416708513b353741fe,2022-10-01,06 OOC,0,0,865,FTTC,40,39.968,Migrated Customer,Faster Fibre,5722
c0d55e7207c5bb2dd46f229e97401372073249d8db6bb6c1d2e54092adad77a9,2022-08-01,02 In Contract,0,0,-416,FTTC,65,78.1053359375,Partners,Fibre 65 (FTTC-OR),674
f4d467c6ec8f49892a41fd3e0b5fae1e395603e5c5c2be7b25f081000a48b482,2024-01-01,06 OOC,0,0,3747,FTTC,35,39.999,Migrated Customer,Fibre 35 (FTTC-OR),5171
1deb0ee2e943da6c2640092dc4ad5f3abc6a9417af9da7d5c7eef385248baf84,2023-04-01,02 In Contract,0,0,-328,FTTC,65,74.0,Online - Affiliate,Fibre 65 (FTTC-OR),1369
f4d467c6ec8f49892a41fd3e0b5fae1e395603e5c5c2be7b25f081000a48b482,2024-09-01,06 OOC,0,0,3991,FTTC,35,39.999,Migrated Customer,Fibre 35 (FTTC-OR),5415
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2023-12-01,02 In Contract,0,0,-280,FTTC,65,79.999,Online - Search,Fibre 65 (FTTC-OR),1408
8b7445923a168558fcbf59968581d6a185f73250b1246c35c63517cea481bcc1,2024-07-01,06 OOC,0,0,334,FTTC,35,37.7795390625,Inbound,Fibre 35 (FTTC-OR),3665
84e598cdfb9f0b163158f461ff7d52e027b9a8a898707de036dffdaec647bbb2,2024-06-01,02 In Contract,0,0,-209,FTTC,40,39.997,Migrated Customer,Faster Fibre,6154
095d5f0adc982fee764c35bb8f6752af4d432296c3a504fe159e7221758c9a93,2022-10-01,01 Early Contract,0,0,-509,FTTC,35,39.999,Online - Search,Fibre 35 (FTTC-OR),39
3943ca4638ef87bc2ecc86c27775159b6e86d9f79d07a0c998b016249ba07655,2023-07-01,01 Early Contract,0,0,-689,FTTC,35,39.997,Migrated Customer,Fibre 35 (FTTC-OR),3062
eca84e5bd4f4eb9a693f483ad98c24af59a61de9cab23fdc75bccd34c511407f,2022-11-01,01 Early Contract,0,0,-675,FTTC,65,79.999,Online - Search,Fibre 65 (FTTC-OR),1013
1deb0ee2e943da6c2640092dc4ad5f3abc6a9417af9da7d5c7eef385248baf84,2023-07-01,02 In Contract,0,0,-237,FTTC,65,74.0,Online - Affiliate,Fibre 65 (FTTC-OR),1460
0f8f757ae2c733fb28a0fd99e3b762125810c0ce3b8e7f416708513b353741fe,2023-08-01,06 OOC,0,0,1169,FTTC,40,39.999,Migrated Customer,Faster Fibre,6026
413181d0680c5b6ff1a1e00196dc8f24ffec47714f0b55e6395bd234bd8d14aa,2022-12-01,03 Soon to be OOC,0,0,-59,FTTC,65,68.973,Online - Affiliate,Fibre 65 (FTTC-OR),489
8f676110ebcb784b3874a951104b7118bed193ef8e2c637aac8c565ac823abef,2022-09-01,02 In Contract,0,0,-406,FTTC,65,57.31025,Partners,Fibre 65 (FTTC-OR),141
78595457c0e13f4b46fab7892ee8c7270726b70d4b0b03413be5df9b4f6bc789,2023-07-01,06 OOC,0,0,513,FTTC,40,39.997,Partners,Faster Fibre,1061
db6306555807649ba084ad7191708c64382856ac4cd364f379530436757cab25,2023-02-01,06 OOC,0,0,474,FTTC,40,39.99583203125,Online - Search,Faster Fibre,1021
8b7445923a168558fcbf59968581d6a185f73250b1246c35c63517cea481bcc1,2023-06-01,03 Soon to be OOC,0,0,-62,FTTC,35,26.62222265625,Inbound,Fibre 35 (FTTC-OR),3269
8970fd42d2595dc063a823e416e5bb795a555bb6e31d72d8fd53b8af2e2405c5,2022-11-01,01 Early Contract,0,0,-315,FTTC,65,78.7206640625,Webchat,Fibre 65 (FTTC-OR),49
2f55b115e4d8a071a213d3fc49002528b2f92229c554aa603415547793b3e4bc,2024-07-01,02 In Contract,0,0,-404,FTTC,65,59.999,Migrated Customer,Fibre 65 (FTTC-OR),6286
df8ec98f954cca4bd90fdfe8944a4b086c3cb3d31f6f29b8b08501c4c29a334e,2022-08-01,05 Newly OOC,0,0,50,FTTC,35,0.0,Online - Affiliate,Fibre 35 (FTTC-OR),1151
3943ca4638ef87bc2ecc86c27775159b6e86d9f79d07a0c998b016249ba07655,2023-11-01,02 In Contract,0,0,-566,FTTC,35,39.997,Migrated Customer,Fibre 35 (FTTC-OR),3185
fe06ba4e6270757c21ab21aa0770d77d60ffc371df42b8c00ac37da159747194,2023-01-01,03 Soon to be OOC,0,0,-66,FTTC,35,39.806,Retail,Fibre 35 (FTTC-OR),2144
fe06ba4e6270757c21ab21aa0770d77d60ffc371df42b8c00ac37da159747194,2024-06-01,06 OOC,0,0,451,FTTC,35,39.806,Retail,Fibre 35 (FTTC-OR),2661
