unique_customer_identifier,event_date,call_type,talk_time_seconds,hold_time_seconds
0eba3d63c2925a94c01dd8c236f107134f79e8236bb6979f2c33eced376df2fb,2023-05-06,Loyalty,579.0,714.0
4e1702d00fc32ee34a9a5fe5aaf66e16a76e9879c342c2492db71c86c8c3a1c7,2023-05-11,CS&B,909.0,24.0
1f5d557f2690fb605c352e6fc12a56e0ee04dfb1bcc9e9f0af9c9c2cb6db9616,2023-06-19,Tech,1127.0,0.0
8c852ab94629e1ab3761377640784d2162dbe2c57263b6094555f3835d06d48a,2023-10-06,Loyalty,203.0,749.0
2c9daa522da21fa759bed396335670644f9857e839619889cff409eda7cb961a,2023-12-01,CS&B,2076.0,79.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2024-05-02,CS&B,300.0,0.0
e7a455647e6a5204e7d096977b496efb56ee9d701dc0f043a3b722edf747eb28,2024-04-18,CS&B,1371.0,0.0
a21d4384a8b9cc0ee2a49ea3fd16f16c846bae97183cb474427ff1f96f2b6145,2024-06-20,Customer Finance,504.0,99.0
4e1702d00fc32ee34a9a5fe5aaf66e16a76e9879c342c2492db71c86c8c3a1c7,2023-05-23,CS&B,1899.0,1012.0
4e1702d00fc32ee34a9a5fe5aaf66e16a76e9879c342c2492db71c86c8c3a1c7,2023-05-23,CS&B,600.0,0.0
28a9e6009dddc6c540d099acf9be876e53753578097446d56ba763620105cefa,2023-09-21,CS&B,113.0,145.0
e7a455647e6a5204e7d096977b496efb56ee9d701dc0f043a3b722edf747eb28,2023-03-15,Loyalty,0.0,0.0
e7a455647e6a5204e7d096977b496efb56ee9d701dc0f043a3b722edf747eb28,2023-03-15,Loyalty,1414.0,0.0
a6804e62001d8e7b4fd567bff762877e6b6842beb305a2462500e03040ec6046,2024-02-12,Tech,171.0,0.0
4fe08262b341004e33bc65c281aff6bfbe727c64121fb25f6c0163b7f2e5c17f,2023-03-25,Loyalty,3484.0,428.0
0eba3d63c2925a94c01dd8c236f107134f79e8236bb6979f2c33eced376df2fb,2022-08-22,CS&B,155.0,0.0
0eba3d63c2925a94c01dd8c236f107134f79e8236bb6979f2c33eced376df2fb,2022-08-22,CS&B,715.0,128.0
11006516278458240e3ebbfad2eb35728ef990c70712958766a03489389070a1,2023-09-05,Customer Finance,326.0,422.0
4d471419999fbbf80149b0c41f2ec867cd569af5a2d529066707c5faeee68896,2024-03-19,Tech,777.0,0.0
328f20b11c98a693386a774d8b31d6625a53e42ad7e794883333913425216372,2024-04-24,Customer Finance,55.0,7.0
9ba04e2b53d089beb26fe803e710407d350f1450908d9c7a22d941c9c198d107,2024-03-14,CS&B,847.0,317.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2022-12-01,Tech,665.0,0.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2022-12-01,Tech,26.0,0.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2022-12-01,Tech,481.0,0.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2022-12-01,Tech,720.0,153.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2022-12-01,Tech,2408.0,372.0
0eba3d63c2925a94c01dd8c236f107134f79e8236bb6979f2c33eced376df2fb,2022-09-09,CS&B,324.0,781.0
0a27480485aeb99a7ec3eeed772cc6395d5f4f586189a12ac5ed8ef7a22858c9,2023-01-25,Loyalty,1907.0,0.0
c849df2914201219b294abf70599d84a8aefee2c695ee1b435b2aa8ade86b4d5,2023-07-18,Loyalty,641.0,352.0
0eba3d63c2925a94c01dd8c236f107134f79e8236bb6979f2c33eced376df2fb,2023-10-25,CS&B,512.0,229.0
62825f860a006ebff9ef584c849951b4d66c2488c0507fef4c64f60f47c0c862,2023-07-28,CS&B,557.0,123.0
11006516278458240e3ebbfad2eb35728ef990c70712958766a03489389070a1,2023-09-06,Customer Finance,826.0,0.0
4a12d1290e0d957fa0d1699bd7fff05e2f9a6c024f9c48ad3df73807cac603d1,2024-05-06,Loyalty,1413.0,567.0
4e1702d00fc32ee34a9a5fe5aaf66e16a76e9879c342c2492db71c86c8c3a1c7,2023-05-31,CS&B,305.0,0.0
4e1702d00fc32ee34a9a5fe5aaf66e16a76e9879c342c2492db71c86c8c3a1c7,2023-05-31,CS&B,204.0,13.0
4a12d1290e0d957fa0d1699bd7fff05e2f9a6c024f9c48ad3df73807cac603d1,2024-01-08,CS&B,1202.0,692.0
0bf73e6a86fc969e5c17157f998757344d7990d17ab4009aac9dfdfd1c972e2a,2024-01-08,CS&B,2940.0,0.0
6711f77c4a7fa7b173300b3be97255869a72f42edf2e2723f1a9bbac80090e0b,2022-12-29,CS&B,316.0,351.0
328f20b11c98a693386a774d8b31d6625a53e42ad7e794883333913425216372,2024-04-24,FTTP,502.0,727.0
bf870b8e62739c4c4ea51ba4801ce41c016796efb6b29e892d88380b2fb53bd1,2024-05-15,Tech,1958.0,661.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2022-12-23,CS&B,460.0,0.0
8c852ab94629e1ab3761377640784d2162dbe2c57263b6094555f3835d06d48a,2023-12-08,null,0.0,0.0
a21d4384a8b9cc0ee2a49ea3fd16f16c846bae97183cb474427ff1f96f2b6145,2024-03-13,Tech,1975.0,0.0
4d471419999fbbf80149b0c41f2ec867cd569af5a2d529066707c5faeee68896,2024-05-17,Tech,864.0,0.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2024-05-02,null,0.0,0.0
0eba3d63c2925a94c01dd8c236f107134f79e8236bb6979f2c33eced376df2fb,2023-04-19,Loyalty,988.0,0.0
4a12d1290e0d957fa0d1699bd7fff05e2f9a6c024f9c48ad3df73807cac603d1,2023-05-10,Loyalty,1456.0,260.0
11006516278458240e3ebbfad2eb35728ef990c70712958766a03489389070a1,2022-12-19,Customer Finance,256.0,0.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2022-12-01,CS&B,441.0,0.0
4d471419999fbbf80149b0c41f2ec867cd569af5a2d529066707c5faeee68896,2024-05-23,CS&B,1949.0,598.0
f049a26b67f12419c596a8ab46fdff06b34881106b57697e4a5adb4a74ccdfdc,2022-09-20,CS&B,593.0,369.0
62825f860a006ebff9ef584c849951b4d66c2488c0507fef4c64f60f47c0c862,2022-09-14,Tech,35.0,0.0
62825f860a006ebff9ef584c849951b4d66c2488c0507fef4c64f60f47c0c862,2022-09-14,Tech,60.0,196.0
62825f860a006ebff9ef584c849951b4d66c2488c0507fef4c64f60f47c0c862,2022-09-14,Tech,1243.0,516.0
11006516278458240e3ebbfad2eb35728ef990c70712958766a03489389070a1,2022-12-19,CS&B,5.0,0.0
11006516278458240e3ebbfad2eb35728ef990c70712958766a03489389070a1,2022-12-19,CS&B,388.0,301.0
4e1702d00fc32ee34a9a5fe5aaf66e16a76e9879c342c2492db71c86c8c3a1c7,2023-05-31,Tech,61.0,7.0
4e1702d00fc32ee34a9a5fe5aaf66e16a76e9879c342c2492db71c86c8c3a1c7,2023-05-31,Tech,294.0,220.0
0bf73e6a86fc969e5c17157f998757344d7990d17ab4009aac9dfdfd1c972e2a,2023-04-06,CS&B,3468.0,0.0
11006516278458240e3ebbfad2eb35728ef990c70712958766a03489389070a1,2024-02-07,Tech,668.0,0.0
bf870b8e62739c4c4ea51ba4801ce41c016796efb6b29e892d88380b2fb53bd1,2024-05-15,Loyalty,1970.0,520.0
62825f860a006ebff9ef584c849951b4d66c2488c0507fef4c64f60f47c0c862,2022-09-14,null,0.0,0.0
0eba3d63c2925a94c01dd8c236f107134f79e8236bb6979f2c33eced376df2fb,2023-10-19,Tech,656.0,0.0
0eba3d63c2925a94c01dd8c236f107134f79e8236bb6979f2c33eced376df2fb,2023-10-19,Tech,220.0,0.0
bf870b8e62739c4c4ea51ba4801ce41c016796efb6b29e892d88380b2fb53bd1,2024-06-25,Loyalty,862.0,928.0
11006516278458240e3ebbfad2eb35728ef990c70712958766a03489389070a1,2023-08-24,Customer Finance,246.0,0.0
11006516278458240e3ebbfad2eb35728ef990c70712958766a03489389070a1,2023-08-24,Customer Finance,207.0,0.0
28a9e6009dddc6c540d099acf9be876e53753578097446d56ba763620105cefa,2023-09-22,Tech,86.0,0.0
28a9e6009dddc6c540d099acf9be876e53753578097446d56ba763620105cefa,2023-09-22,Tech,674.0,313.0
28a9e6009dddc6c540d099acf9be876e53753578097446d56ba763620105cefa,2023-09-22,Tech,1485.0,0.0
28a9e6009dddc6c540d099acf9be876e53753578097446d56ba763620105cefa,2023-09-22,Tech,508.0,787.0
0eba3d63c2925a94c01dd8c236f107134f79e8236bb6979f2c33eced376df2fb,2023-10-25,Tech,458.0,181.0
4a12d1290e0d957fa0d1699bd7fff05e2f9a6c024f9c48ad3df73807cac603d1,2023-05-02,Loyalty,1097.0,0.0
1f5d557f2690fb605c352e6fc12a56e0ee04dfb1bcc9e9f0af9c9c2cb6db9616,2023-08-01,Tech,905.0,127.0
62825f860a006ebff9ef584c849951b4d66c2488c0507fef4c64f60f47c0c862,2022-09-14,CS&B,12.0,0.0
e8df2068755772296ec415f9d99c2f5957d0e3a1d630a72ced77e091424e201d,2023-02-17,Tech,968.0,190.0
0eba3d63c2925a94c01dd8c236f107134f79e8236bb6979f2c33eced376df2fb,2023-10-25,Loyalty,1052.0,580.0
bf870b8e62739c4c4ea51ba4801ce41c016796efb6b29e892d88380b2fb53bd1,2022-08-20,Tech,2581.0,191.0
bf870b8e62739c4c4ea51ba4801ce41c016796efb6b29e892d88380b2fb53bd1,2022-08-20,Tech,77.0,0.0
a3830c81991567a35e20bd3fa16bd14693c4677622b0914a570625b5429ebaed,2023-12-14,CS&B,500.0,0.0
a21d4384a8b9cc0ee2a49ea3fd16f16c846bae97183cb474427ff1f96f2b6145,2024-03-21,CS&B,529.0,247.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2022-12-05,Tech,2443.0,335.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2022-12-05,Tech,270.0,218.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2022-12-05,Tech,786.0,656.0
11006516278458240e3ebbfad2eb35728ef990c70712958766a03489389070a1,2022-10-14,Tech,803.0,32.0
a21d4384a8b9cc0ee2a49ea3fd16f16c846bae97183cb474427ff1f96f2b6145,2024-02-29,Customer Finance,388.0,223.0
bf870b8e62739c4c4ea51ba4801ce41c016796efb6b29e892d88380b2fb53bd1,2022-08-20,CS&B,913.0,339.0
cb8378e62ca504085198c62a2c8decc78dc8cbd66bb1c2b902110e51625967ea,2024-07-09,Loyalty,789.0,0.0
62825f860a006ebff9ef584c849951b4d66c2488c0507fef4c64f60f47c0c862,2023-07-28,Tech,275.0,172.0
0bf73e6a86fc969e5c17157f998757344d7990d17ab4009aac9dfdfd1c972e2a,2023-05-10,CS&B,1431.0,408.0
62825f860a006ebff9ef584c849951b4d66c2488c0507fef4c64f60f47c0c862,2022-09-14,Loyalty,319.0,664.0
393f49f61420d074bf35f08c275c8e73d1de8cc6d40c3dad1e6b546971e6aeae,2023-04-29,Tech,815.0,280.0
bf870b8e62739c4c4ea51ba4801ce41c016796efb6b29e892d88380b2fb53bd1,2024-05-20,Tech,2665.0,794.0
bf870b8e62739c4c4ea51ba4801ce41c016796efb6b29e892d88380b2fb53bd1,2024-05-20,Tech,665.0,0.0
6711f77c4a7fa7b173300b3be97255869a72f42edf2e2723f1a9bbac80090e0b,2024-05-01,Loyalty,349.0,299.0
6711f77c4a7fa7b173300b3be97255869a72f42edf2e2723f1a9bbac80090e0b,2024-05-01,Loyalty,279.0,246.0
28a9e6009dddc6c540d099acf9be876e53753578097446d56ba763620105cefa,2023-09-21,Tech,626.0,214.0
28a9e6009dddc6c540d099acf9be876e53753578097446d56ba763620105cefa,2023-09-21,Tech,300.0,0.0
c5443a67890b9a15a75ac9e2ad7dd2fdcc89ba032fc46a9d16a2393bde56fada,2024-06-03,Tech,2503.0,279.0
c5443a67890b9a15a75ac9e2ad7dd2fdcc89ba032fc46a9d16a2393bde56fada,2024-06-03,Tech,2503.0,279.0
6711f77c4a7fa7b173300b3be97255869a72f42edf2e2723f1a9bbac80090e0b,2023-05-30,CS&B,1731.0,355.0
9ba04e2b53d089beb26fe803e710407d350f1450908d9c7a22d941c9c198d107,2023-01-05,CS&B,972.0,0.0
9ba04e2b53d089beb26fe803e710407d350f1450908d9c7a22d941c9c198d107,2023-01-05,CS&B,274.0,0.0
bf870b8e62739c4c4ea51ba4801ce41c016796efb6b29e892d88380b2fb53bd1,2022-08-11,Tech,2185.0,0.0
9ba04e2b53d089beb26fe803e710407d350f1450908d9c7a22d941c9c198d107,2024-04-04,Tech,902.0,0.0
4d471419999fbbf80149b0c41f2ec867cd569af5a2d529066707c5faeee68896,2024-05-23,FTTP,79.0,74.0
4d471419999fbbf80149b0c41f2ec867cd569af5a2d529066707c5faeee68896,2024-05-23,Complaints,939.0,304.0
11006516278458240e3ebbfad2eb35728ef990c70712958766a03489389070a1,2023-08-24,CS&B,1268.0,0.0
328f20b11c98a693386a774d8b31d6625a53e42ad7e794883333913425216372,2024-04-03,Customer Finance,51.0,175.0
e7a455647e6a5204e7d096977b496efb56ee9d701dc0f043a3b722edf747eb28,2022-11-18,CS&B,351.0,0.0
f049a26b67f12419c596a8ab46fdff06b34881106b57697e4a5adb4a74ccdfdc,2023-05-12,Loyalty,866.0,442.0
f049a26b67f12419c596a8ab46fdff06b34881106b57697e4a5adb4a74ccdfdc,2023-05-12,Loyalty,767.0,0.0
9ba04e2b53d089beb26fe803e710407d350f1450908d9c7a22d941c9c198d107,2024-03-28,CS&B,471.0,0.0
4d471419999fbbf80149b0c41f2ec867cd569af5a2d529066707c5faeee68896,2024-05-17,CS&B,1728.0,325.0
bf870b8e62739c4c4ea51ba4801ce41c016796efb6b29e892d88380b2fb53bd1,2024-05-16,Tech,1750.0,238.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2023-11-08,Loyalty,278.0,0.0
bf870b8e62739c4c4ea51ba4801ce41c016796efb6b29e892d88380b2fb53bd1,2024-05-24,Tech,3441.0,0.0
0bf73e6a86fc969e5c17157f998757344d7990d17ab4009aac9dfdfd1c972e2a,2023-02-07,Loyalty,907.0,1976.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2023-01-20,Tech,94.0,208.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2023-01-20,Tech,266.0,181.0
8c852ab94629e1ab3761377640784d2162dbe2c57263b6094555f3835d06d48a,2023-12-08,Customer Finance,49.0,137.0
328f20b11c98a693386a774d8b31d6625a53e42ad7e794883333913425216372,2024-04-03,CS&B,466.0,0.0
9ba04e2b53d089beb26fe803e710407d350f1450908d9c7a22d941c9c198d107,2022-10-29,Loyalty,627.0,0.0
a3830c81991567a35e20bd3fa16bd14693c4677622b0914a570625b5429ebaed,2023-05-20,CS&B,290.0,0.0
0eba3d63c2925a94c01dd8c236f107134f79e8236bb6979f2c33eced376df2fb,2022-08-22,Tech,14.0,0.0
62825f860a006ebff9ef584c849951b4d66c2488c0507fef4c64f60f47c0c862,2023-07-17,Tech,1948.0,0.0
393f49f61420d074bf35f08c275c8e73d1de8cc6d40c3dad1e6b546971e6aeae,2023-04-29,Loyalty,889.0,0.0
a3830c81991567a35e20bd3fa16bd14693c4677622b0914a570625b5429ebaed,2023-12-14,Tech,311.0,198.0
4d471419999fbbf80149b0c41f2ec867cd569af5a2d529066707c5faeee68896,2024-05-17,FTTP,123.0,111.0
4d471419999fbbf80149b0c41f2ec867cd569af5a2d529066707c5faeee68896,2024-05-17,FTTP,77.0,7.0
4d471419999fbbf80149b0c41f2ec867cd569af5a2d529066707c5faeee68896,2024-05-17,FTTP,245.0,7.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2024-05-02,Loyalty,316.0,0.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2024-05-02,Loyalty,335.0,0.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2024-05-02,Loyalty,298.0,167.0
be488c8427bf3b1457405aea6b5b03383428f39b8363b22c5ee6c4cec13d62d5,2024-03-14,Tech,946.0,112.0
